track,mouse_ID,fh_mean_distance,fh_median_speed,fh_iqr_speed,sh_mean_distance,sh_median_speed,sh_iqr_speed
bl6,2283,2.8393275877321353,0.408202806907342,1.9087222885469686,2.1314615538517976,0.17682992248857027,1.494285522025826
bl6,2284,1.8978557103973785,0.19408771528291524,1.604011403731163,2.140328511954142,0.21417734965501634,1.562067632797458
bl6,2286,2.781226595371325,0.2324744208766938,1.6485077751093933,2.995364564228903,0.20468139648460237,1.6029795430732503
bl6,2287,2.187017912359377,0.28548602637975673,1.7102596997280157,2.2761401887046966,0.21371510155349024,1.6192363564442092
bl6,2288,2.3067169341092537,0.29479350898788326,1.7224093849208943,2.2758089457371518,0.2172287958778376,1.6252793187112453
bl6,2289,2.050072748867629,0.16739690214680808,1.4951182467010051,2.529750310377343,0.1529982115882218,1.620113093415732
bl6,2290,2.661309220304852,0.2936338878723266,1.7559255850076896,2.1204455406244267,0.20137786865234375,1.5846600940008058
bl6,2291,1.6431216392888375,0.09152810761831276,1.2198442711212052,1.8854866537255823,0.06931361422739504,1.2809588406159742
bl6,2296,2.222183944197956,0.19303150490225462,1.5172157287594388,3.285085861381424,0.24005082089340446,1.738530565090521
bl6,2301,2.6844919429276106,0.1769814083679293,1.4901844328300622,4.981603982904949,0.12312816012063044,1.4869870032798442
bl6,2478,2.6926209473032867,0.2487034109405295,1.844594971111042,2.658857581175872,0.3129382158582101,1.8423811911644323
bl6,2479,2.0106582218755364,0.11707088479847716,1.5067504229827469,3.3544438843624027,0.13658031245625057,1.5707350574206886
bl6,2480,5.6783677870647296,0.11446634858146942,1.4709630236500963,7.309269975944828,0.2549455734063537,1.9041265344760292
bl6,2481,2.628819892899296,0.2082979845144017,1.7510782785577523,2.457866636116938,0.24323328389847726,1.8846053743952849
bl6,2513,3.179474607778867,0.450200316507843,2.185832082661244,4.015814333361778,0.7666084524824353,2.3829104565684
bl6,2514,6.214854980525194,0.06905168608407818,1.3037026379016856,7.6782403151549286,0.13662354963842782,1.4322229349804374
bl6,2515,3.74405034255569,0.25662582149152025,2.021797709844057,2.9878524904251487,0.38376671739785717,1.910129241209773
bl6,2537,4.2097915861914,0.1519000446742384,1.6025457389115165,6.97899095002141,0.17204609867926943,1.7921558576081824
bl6,2539,4.423586634873908,0.2634264437092124,1.8644287245266753,4.5304239816371785,0.07186665403329646,1.4078216035417421
bl6,2542,3.0461661349448286,0.4399871826171875,2.0094723010595894,3.4874550943000764,0.607278649106283,2.3554035312773705
