frame_idx;2283;2284;2286;2287;2288;2289;2290;2291;2296;2301;2478;2479;2480;2481;2513;2514;2515;2537;2539;2542
0;146.1216135;219.5096827;696.3422534;763.7631038;763.7631038;300.4992192;523.2678858;800.4480469;779.4951373;365.459031;829.328659;784.1711986;881.2627078;778.8151047;746.2260742;0.050980857;875.2731172;373.1227887;665.3154761;661.5098817
1;145.1998972;216.9708683;693.8514454;761.4793548;761.479353;298.4270212;525.8558063;800.4470782;779.4951373;365.429082;827.0672293;784.1430809;884.3485476;779.4654262;746.7017425;0.138193347;874.79155;373.127202;666.7514891;667.5120317
2;144.2664786;214.4845275;691.3679348;759.1961159;759.1961122;296.3555248;528.4898238;800.44611;779.5572286;365.3991334;824.8091713;784.1705462;887.4920655;780.1177772;747.2244897;0.223370611;874.3130922;373.1227887;668.2010868;673.5141819
3;144.1800025;211.7270814;689.1468234;758.3333159;758.3333141;293.9195765;529.2987271;801.3388409;783.3012236;365.3778078;825.8251946;784.1378922;887.3894921;781.004573;747.365312;0.140735404;874.2163243;373.1264623;669.0917619;679.7358016
4;144.0928966;208.889649;686.9271441;757.4756004;757.4756004;291.4883836;530.0663218;802.262819;787.842217;365.3565324;826.8442316;784.1052393;887.3063796;781.8915194;747.4971203;0.084442212;874.1196354;373.1301359;670.0240533;685.9600182
5;144.2034458;208.9252926;685.0625245;753.2535185;753.2535185;289.8895533;533.5827665;802.2565192;787.6558288;365.1678146;825.7477999;783.9251032;889.2994348;781.9725742;747.7062538;0.099356911;873.9039284;373.1385886;670.1646334;691.3312444
6;144.321828;209.1712822;681.3601237;745.2304072;745.2304072;288.0366353;539.6080731;800.7755467;787.3265319;364.8648173;823.7270306;783.5449849;892.7713806;782.1475682;748.5859925;0.350226691;872.6448742;373.1455887;672.9238184;698.7208627
7;144.169759;209.113112;678.8625668;736.6415655;736.6415681;287.5703762;546.5234539;798.3982051;787.1619211;364.6169415;820.4908282;783.176203;893.3301359;782.3302315;749.4755082;0.591349208;869.609886;373.1276983;677.4367295;702.8051399
8;144.0356481;210.0197801;675.9590758;731.5959184;731.5959211;286.7425565;553.6688491;797.1125568;785.7894104;364.3468302;817.5141907;781.3875797;892.7732599;782.6390446;749.3831229;0.833392129;866.4946903;373.1082636;680.4575346;705.4872427
9;143.8907093;213.8718295;672.5217372;731.2356967;731.2356919;285.7214874;562.168742;796.631672;782.3781831;364.1654782;813.8696017;779.7252135;892.6674437;783.0871026;747.4325254;1.075734353;861.4926622;373.1063889;683.7194688;706.522959
10;143.1897749;219.7189604;667.6913366;730.6847542;730.6847493;284.7723323;573.3665789;796.1436969;781.1543204;364.1687788;810.1405161;779.7096049;892.6930735;783.8150168;745.665227;1.294395173;853.1094267;375.4615966;687.9172019;707.6630542
11;142.5325944;225.463878;662.2161515;729.4091913;729.4091865;283.9963078;584.2274723;795.5120513;780.694141;364.1778861;807.9704061;779.6844768;893.4281909;784.53499;745.6705332;1.521214653;846.8333853;377.8320872;691.1326626;708.9390969
12;142.4987102;229.5328205;659.6259149;726.4130335;726.4130363;283.6219465;598.1840048;793.0214058;780.203743;364.1511642;804.6219382;779.6681455;894.8799983;785.6681896;745.2517775;1.763356203;840.6190978;376.6512857;693.2933618;710.074394
13;142.3946405;233.657679;656.7680839;724.2722021;724.2722021;281.3517564;611.3787509;788.4453215;778.8551686;364.1244389;801.5323802;779.6423195;899.0840506;787.981734;747.8466977;2.004345717;833.8543192;375.3645327;696.1821088;711.200865
14;142.2424272;236.8520185;654.5302248;723.2396205;723.2396205;279.0276624;624.6277107;784.8128808;775.9411737;364.1168511;797.9402426;779.5976499;898.7707165;789.6207482;750.5229575;2.239632626;828.8005971;374.2665106;699.2828027;712.563426
15;142.1044453;239.047365;654.0228574;721.8936752;721.8936752;277.5044558;640.8209212;781.8221929;774.2337167;364.2502165;794.6369187;779.5910575;895.9598366;789.8648941;755.1148907;2.480058097;827.6322062;373.1852771;700.9529846;714.1908595
16;141.9158518;239.40563;653.3213188;717.8234986;717.8234986;275.3671571;653.646746;778.5565167;774.1069417;364.3454181;793.8913085;779.5632032;895.1448894;790.0236621;765.5029615;3.508399774;826.7225197;373.1758974;703.1453353;715.8724786
17;141.6629144;240.2620799;652.6612632;712.1220145;712.1220145;274.140336;665.8920901;774.859974;746.1935264;364.3887233;792.4527806;779.6022033;891.9346112;790.1722249;775.3219654;4.538715345;825.8862628;370.8819821;706.9731938;717.6490617
18;141.4692862;239.5188635;650.8243215;706.0241668;706.0241645;271.5898552;675.9453029;772.5961579;748.0113891;364.4034178;791.1368622;779.6485074;886.3420878;790.1723409;779.1100705;4.509186798;825.3842867;368.5095749;711.2602369;719.5454972
19;141.3632881;239.866079;648.8740943;699.3014517;699.3014496;269.1191872;683.2867714;772.5891926;747.6578286;364.5680539;788.4799318;779.6435025;880.4296715;790.187008;787.7062625;404.7479327;824.501646;368.5038901;714.5787043;719.951524
20;141.2979697;238.9358577;646.299553;695.5842225;695.5842225;268.7670616;692.042448;772.5904945;734.2789932;364.7680295;783.0411037;779.6410212;874.612151;790.1957816;808.4354552;812.7945648;825.5559096;368.4987949;716.5087859;720.3312057
21;141.2806561;228.9795065;642.8859855;691.3760992;691.3760992;267.9917571;698.3876698;772.5130628;733.4747503;364.855407;780.1939192;779.6521872;872.3097348;790.2631527;814.5535906;819.3855217;826.4244793;367.5560064;718.0712219;720.4983788
