track,mouse_ID,mean_distance,median_speed,iqr_speed
bl6,2283,4.443297116110811,0.9798781763690774,2.283714337614743
bl6,2284,3.204587423262767,0.6997229600356469,2.0490843605167237
bl6,2286,4.285436479982092,1.0586880006314505,2.2963710975273957
bl6,2287,3.7333760332158774,0.7127712581571406,2.2766354910551705
bl6,2288,4.030650536658257,1.0589172549308206,2.4264357416576243
bl6,2289,3.5291254690526794,0.6998480964555723,2.109410833137025
bl6,2290,3.8593159217497006,0.955280169588355,2.4397910722996543
bl6,2291,1.9109407461863575,0.1651888925771575,1.4647134135733935
bl6,2296,3.3911180247512056,0.737830312648819,2.1338492807035476
bl6,2301,4.176206247808833,0.828304494402611,2.248774241368998
bl6,2478,3.379130203710957,0.6493828307076024,2.5389079934905396
bl6,2479,3.7255288104923627,0.7579141298294294,2.448748534343407
bl6,2480,4.616071186448749,0.8709814385564032,2.4196129015593257
bl6,2481,3.8328851715748633,0.9515316619213516,2.652241892492607
bl6,2513,4.615374768893913,1.0812136671597266,2.4429025575214123
bl6,2514,4.884650881097779,0.949595281489902,2.4131318919593685
bl6,2515,4.769056593648367,0.8640266123312571,2.461519668007157
bl6,2537,5.583274179521026,1.0482621572718926,2.5359319478262243
bl6,2539,5.120567670998661,0.9652715809607513,2.463973249291387
bl6,2542,3.880154359290201,0.8855395703793134,2.4842459813323337
